Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year
Skoda,Fabia,2005,Sedan,170000.0,1400.0,Petrol,Manual,3100.0,17,10000.0
Nissan,Rare,2000,Sedan,260000.0,3000.0,Metan/Propan,Automatic,2700.0,22,11818.181818181818
Hyundai,Matrix,2007,Universal,239000.0,1500.0,Diesel,Manual,3450.0,15,15933.333333333334
Skoda,Superb,2005,Sedan,285000.0,1798.0,Metan/Propan,Manual,4999.0,17,16764.70588235294
Ford,Rare,1995,Sedan,48734.0,1300.0,Petrol,Manual,9000.0,27,1804.962962962963
Mercedes,M Class,2005,Crossover,272000.0,2700.0,Diesel,Automatic,3500.0,17,16000.0
Renault,Megane,2004,Universal,240000.0,1500.0,Diesel,Manual,2850.0,18,13333.333333333334
Renault,Rare,2016,Hatchback,37000.0,1200.0,Petrol,Manual,8000.0,6,6166.666666666667
Opel,Rare,2002,Minivan,37889.0,1900.0,Diesel,Manual,3599.0,20,1894.45
BMW,5 Series,1990,Sedan,318000.0,200.0,Petrol,Manual,1900.0,32,9937.5
Hyundai,Rare,2017,Sedan,36986.0,1600.0,Petrol,Automatic,12500.0,5,7397.2
Opel,Meriva,2008,Hatchback,235000.0,1300.0,Diesel,Manual,3777.0,14,16785.714285714286
Volkswagen,Touran,2006,Minivan,208000.0,1900.0,Diesel,Manual,6200.0,16,13000.0
Lexus,RX Series,2013,SUV,130000.0,3500.0,Hybrid,Automatic,27500.0,9,14444.444444444445
Chevrolet,Aveo,2014,Sedan,33850.0,1400.0,Petrol,Manual,6000.0,8,4231.25
Dacia,Logan,2014,Sedan,106330.0,1200.0,Petrol,Manual,4400.0,8,13291.25
Volkswagen,Passat,1993,Sedan,354000.0,1800.0,Metan/Propan,Manual,11500.0,29,12206.896551724138
Mercedes,M Class,2000,SUV,295327.0,3200.0,Metan/Propan,Automatic,2500.0,22,13423.954545454546
Toyota,Auris,2016,Universal,120000.0,1600.0,Diesel,Manual,11600.0,6,20000.0
Toyota,Auris,2013,Universal,171000.0,1390.0,Diesel,Manual,8000.0,9,19000.0
Opel,Astra,1993,Hatchback,300000.0,1600.0,Petrol,Manual,18000.0,29,10344.827586206897
Vaz,2121niva,2005,SUV,99500.0,1700.0,Petrol,Manual,2999.0,17,5852.941176470588
Skoda,Superb,2008,Sedan,220000.0,2000.0,Diesel,Automatic,11299.0,14,15714.285714285714
Honda,CR-V,2007,Crossover,278100.0,2200.0,Diesel,Manual,11000.0,15,18540.0
Volvo,XC60,2015,SUV,32000.0,2400.0,Diesel,Automatic,14999.0,7,4571.428571428572
Opel,Vectra,1998,Hatchback,264257.0,1800.0,Petrol,Manual,1650.0,24,11010.708333333334
Opel,Vectra,2000,Universal,324840.0,1796.0,Petrol,Manual,1850.0,22,14765.454545454546
BMW,3 Series,2003,Universal,381000.0,2000.0,Diesel,Manual,1700.0,19,20052.63157894737
Toyota,Avensis,2011,Universal,146000.0,2200.0,Diesel,Manual,10800.0,11,13272.727272727272
Mercedes,E Class,2018,Sedan,92000.0,2000.0,Diesel,Automatic,34000.0,4,23000.0
Ford,Fusion,2015,Sedan,99000.0,2000.0,Hybrid,Automatic,14500.0,7,14142.857142857143
Toyota,Auris,2009,Hatchback,11111.0,1400.0,Diesel,Manual,5050.0,13,854.6923076923077
Volkswagen,Golf,2012,Cabriolet,11800.0,1400.0,Petrol,Automatic,9900.0,10,1180.0
Volkswagen,Polo,2000,Universal,282205.0,1422.0,Diesel,Manual,2200.0,22,12827.5
Mercedes,C Class,2015,Sedan,130000.0,2200.0,Diesel,Automatic,21900.0,7,18571.428571428572
Honda,CR-V,2010,SUV,134000.0,2200.0,Diesel,Automatic,14300.0,12,11166.666666666666
Audi,A4,2014,Universal,170000.0,2000.0,Diesel,Manual,14500.0,8,21250.0
Mercedes,E Class,2002,Sedan,400000.0,2200.0,Diesel,Automatic,6000.0,20,20000.0
BMW,3 Series,2001,Sedan,250000.0,2000.0,Diesel,Manual,4700.0,21,11904.761904761905
Volkswagen,Jetta,1991,Sedan,23000.0,1300.0,Petrol,Manual,1300.0,31,741.9354838709677
Opel,Astra,2005,Universal,214000.0,1700.0,Diesel,Manual,3900.0,17,12588.235294117647
Opel,Astra,1996,Universal,228000.0,1400.0,Petrol,Manual,1400.0,26,8769.23076923077
Mercedes,B Class,2010,Hatchback,164000.0,1500.0,Petrol,Manual,7200.0,12,13666.666666666666
Toyota,Corolla,2013,Sedan,177000.0,1600.0,Metan/Propan,Automatic,9000.0,9,19666.666666666668
Volkswagen,Caddy,2006,Minivan,180000.0,1400.0,Petrol,Manual,4500.0,16,11250.0
BMW,5 Series,2016,Sedan,110000.0,1995.0,Diesel,Automatic,20500.0,6,18333.333333333332
BMW,7 Series,2005,Sedan,277700.0,3000.0,Diesel,Automatic,10700.0,17,16335.29411764706
Volkswagen,Passat CC,2010,Sedan,142000.0,1998.0,Petrol,Automatic,8300.0,12,11833.333333333334
Audi,A4,2003,Universal,100000.0,2500.0,Diesel,Automatic,4600.0,19,5263.1578947368425
Dacia,Duster,2020,Crossover,34500.0,1500.0,Diesel,Manual,15999.0,2,17250.0
Skoda,Rapid,2016,Sedan,80000.0,1200.0,Petrol,Manual,7800.0,6,13333.333333333334
Toyota,Corolla,2007,Hatchback,187000.0,1400.0,Diesel,Automatic,4850.0,15,12466.666666666666
KIA,Rare,2014,Sedan,63000.0,1800.0,Petrol,Automatic,7400.0,8,7875.0
Audi,A8,2016,Sedan,40000.0,2000.0,Petrol,Automatic,12999.0,6,6666.666666666667
Volkswagen,Passat,1996,Universal,187000.0,1900.0,Diesel,Manual,1999.0,26,7192.307692307692
Nissan,Qashqai,2016,SUV,240000.0,1600.0,Diesel,Automatic,12500.0,6,40000.0
Honda,CR-V,2010,SUV,140000.0,2000.0,Petrol,Automatic,9000.0,12,11666.666666666666
Mercedes,A Class,2016,Hatchback,123000.0,1700.0,Diesel,Automatic,6500.0,6,20500.0
Toyota,Corolla,2005,Sedan,2222.0,1400.0,Diesel,Manual,5200.0,17,130.7058823529412
Audi,A8,2008,Sedan,205000.0,2800.0,Petrol,Automatic,12850.0,14,14642.857142857143
Honda,Rare,2008,Hatchback,190533.0,1300.0,Diesel,Automatic,3000.0,14,13609.5
BMW,X5,2003,Crossover,69143.0,3000.0,Petrol,Automatic,4850.0,19,3639.1052631578946
Seat,Ibiza,1991,Hatchback,13500.0,1200.0,Petrol,Manual,750.0,31,435.48387096774195
Skoda,Octavia,2009,Universal,215000.0,1365.0,Petrol,Automatic,6500.0,13,16538.46153846154
Renault,Clio,2014,Universal,168000.0,1200.0,Petrol,Automatic,7800.0,8,21000.0
Honda,Rare,2001,Universal,248000.0,1700.0,Petrol,Manual,3650.0,21,11809.52380952381
Mercedes,C Class,1995,Sedan,420000.0,1800.0,Petrol,Manual,2600.0,27,15555.555555555555
Dacia,Logan Mcv,2007,Minivan,300000.0,1600.0,Metan/Propan,Manual,2800.0,15,20000.0
Volkswagen,Transporter,2007,Minivan,440000.0,2500.0,Diesel,Manual,7500.0,15,29333.333333333332
Opel,Zafira,2000,Minivan,4645.0,1600.0,Metan/Propan,Manual,1500.0,22,211.13636363636363
Renault,Scenic,2012,Minivan,195000.0,1500.0,Diesel,Manual,6700.0,10,19500.0
Mercedes,C Class,1997,Universal,7777.0,2200.0,Diesel,Manual,2000.0,25,311.08
Volkswagen,Passat,2000,Sedan,280000.0,1900.0,Diesel,Manual,1400.0,22,12727.272727272728
Renault,Scenic,2012,Hatchback,200000.0,1500.0,Diesel,Manual,6500.0,10,20000.0
KIA,Optima,2017,Sedan,111111.0,1700.0,Diesel,Automatic,17100.0,5,22222.2
Volkswagen,Touran,2011,Minivan,217000.0,1400.0,Petrol,Automatic,8800.0,11,19727.272727272728
Dacia,Sandero,2014,Hatchback,300000.0,1200.0,Metan/Propan,Manual,3800.0,8,37500.0
Skoda,Superb,2017,Sedan,40000.0,2000.0,Diesel,Automatic,21500.0,5,8000.0
BMW,5 Series,2003,Universal,283000.0,2000.0,Diesel,Manual,6500.0,19,14894.736842105263
KIA,Rare,2021,Minivan,20000.0,2151.0,Diesel,Automatic,29699.0,1,20000.0
Toyota,Auris,2008,Hatchback,231000.0,1400.0,Diesel,Automatic,6999.0,14,16500.0
BMW,5 Series,2008,Sedan,231000.0,1995.0,Diesel,Automatic,10200.0,14,16500.0
KIA,Sorento,2020,SUV,8000.0,2151.0,Diesel,Automatic,33099.0,2,4000.0
Opel,Astra,2011,Universal,187000.0,1248.0,Diesel,Manual,6000.0,11,17000.0
Volkswagen,Passat,2013,Sedan,179000.0,2000.0,Diesel,Manual,11900.0,9,19888.88888888889
Lexus,GS Series,2006,Sedan,230000.0,3000.0,Petrol,Automatic,9900.0,16,14375.0
Ford,Fiesta,2014,Hatchback,122281.0,1000.0,Petrol,Manual,6500.0,8,15285.125
Ford,C-Max,2013,Microvan,185000.0,2000.0,Hybrid,Automatic,8650.0,9,20555.555555555555
Ford,Rare,2011,Hatchback,125000.0,1400.0,Metan/Propan,Manual,4700.0,11,11363.636363636364
Vaz,Rare,2008,Sedan,125000.0,1596.0,Petrol,Manual,2200.0,14,8928.57142857143
Mercedes,S Class,2011,Sedan,180000.0,3000.0,Diesel,Automatic,27000.0,11,16363.636363636364
Skoda,Octavia,2005,Universal,220000.0,1997.0,Petrol,Automatic,4700.0,17,12941.176470588236
Dacia,Rare,2018,Universal,16000.0,1600.0,Petrol,Manual,10000.0,4,4000.0
Renault,Scenic,2012,Minivan,210000.0,1500.0,Diesel,Manual,7200.0,10,21000.0
Renault,Scenic,2011,Minivan,137000.0,1461.0,Diesel,Manual,5750.0,11,12454.545454545454
Audi,A6,2010,Sedan,270000.0,2000.0,Diesel,Manual,12500.0,12,22500.0
Mercedes,GLK Class,2009,Crossover,169000.0,2143.0,Diesel,Automatic,13300.0,13,13000.0
Renault,Grand Scenic,2011,Universal,220000.0,1500.0,Diesel,Automatic,7500.0,11,20000.0
Hyundai,Santa FE,2018,SUV,50000.0,2199.0,Diesel,Automatic,26899.0,4,12500.0
Hyundai,Rare,2017,Sedan,37000.0,1600.0,Petrol,Automatic,12500.0,5,7400.0
Volkswagen,Vento,1993,Sedan,380000.0,1800.0,Petrol,Manual,1600.0,29,13103.448275862069
Volkswagen,Passat,1996,Sedan,320000.0,1800.0,Metan/Propan,Manual,1750.0,26,12307.692307692309
KIA,Optima,2013,Sedan,135593.0,2400.0,Hybrid,Automatic,9900.0,9,15065.888888888889
Audi,A4,2003,Sedan,310000.0,1900.0,Diesel,Manual,5500.0,19,16315.78947368421
Volkswagen,Vento,1994,Sedan,250000.0,1900.0,Diesel,Manual,1300.0,28,8928.57142857143
Vaz,2107,2007,Sedan,26700.0,1451.0,Petrol,Manual,1400.0,15,1780.0
Lexus,GS Series,2007,Sedan,123456.0,3000.0,Petrol,Automatic,6000.0,15,8230.4
Renault,Kadjar,2015,SUV,130000.0,1500.0,Diesel,Automatic,13399.0,7,18571.428571428572
Land Rover,Range Rover Sport,2007,SUV,123456.0,2700.0,Diesel,Automatic,7500.0,15,8230.4
Fiat,Rare,2005,Universal,126456.0,1600.0,Petrol,Manual,2000.0,17,7438.588235294118
Volkswagen,Passat,2002,Sedan,123456.0,1900.0,Diesel,Manual,2500.0,20,6172.8
BMW,3 Series,2015,Sedan,80000.0,2000.0,Diesel,Automatic,24000.0,7,11428.57142857143
Mercedes,Rare,1983,Sedan,380000.0,2500.0,Diesel,Manual,1590.0,39,9743.589743589744
Volvo,Rare,1994,Sedan,200000.0,2000.0,Metan/Propan,Manual,1600.0,28,7142.857142857143
Chevrolet,Aveo,2015,Sedan,13000.0,1200.0,Petrol,Manual,7200.0,7,1857.142857142857
KIA,Sportage,1996,SUV,280000.0,2000.0,Metan/Propan,Manual,850.0,26,10769.23076923077
Renault,Grand Scenic,2010,Microvan,280000.0,1500.0,Diesel,Manual,5300.0,12,23333.333333333332
Volkswagen,Golf,2002,Sedan,236000.0,1600.0,Metan/Propan,Automatic,3200.0,20,11800.0
Toyota,Corolla,2007,Hatchback,220000.0,1398.0,Diesel,Manual,5700.0,15,14666.666666666666
Toyota,Auris,2014,Universal,196000.0,1400.0,Diesel,Manual,8950.0,8,24500.0
Mercedes,E Class,1994,Universal,576677.0,2000.0,Metan/Propan,Manual,2700.0,28,20595.60714285714
Mercedes,A Class,2017,Hatchback,45800.0,1595.0,Petrol,Automatic,19750.0,5,9160.0
Honda,CR-V,2008,Crossover,189000.0,2200.0,Diesel,Manual,6700.0,14,13500.0
Volkswagen,Polo,2005,Hatchback,102000.0,1400.0,Diesel,Manual,2150.0,17,6000.0
Lexus,GS Series,2010,Sedan,123000.0,3000.0,Petrol,Automatic,7300.0,12,10250.0
Hyundai,Tucson,2015,Crossover,25000.0,2000.0,Diesel,Automatic,8500.0,7,3571.4285714285716
Nissan,Rare,2008,Sedan,103000.0,1600.0,Petrol,Manual,2500.0,14,7357.142857142857
BMW,7 Series,2011,Sedan,156000.0,3000.0,Petrol,Automatic,8800.0,11,14181.818181818182
KIA,Sportage,2017,Crossover,20000.0,2000.0,Diesel,Automatic,11500.0,5,4000.0
Mercedes,C Class,2010,Sedan,123500.0,2200.0,Diesel,Automatic,6200.0,12,10291.666666666666
KIA,Sorento,2007,SUV,111000.0,2500.0,Diesel,Automatic,4900.0,15,7400.0
Toyota,Corolla Verso,2015,Minivan,89000.0,1600.0,Diesel,Manual,6800.0,7,12714.285714285714
Volkswagen,Passat,2008,Universal,207400.0,1400.0,Petrol,Automatic,6150.0,14,14814.285714285714
Volvo,Rare,1995,Sedan,289000.0,1998.0,Petrol,Manual,2200.0,27,10703.703703703704
Toyota,Land Cruiser Prado,2016,SUV,75000.0,2694.0,Metan/Propan,Automatic,28800.0,6,12500.0
Volkswagen,Touran,2007,Minivan,174000.0,1400.0,Petrol,Manual,5800.0,15,11600.0
Skoda,Rare,2014,Universal,209000.0,1999.0,Petrol,Manual,14800.0,8,26125.0
Toyota,Avensis,2004,Universal,169000.0,1800.0,Petrol,Manual,3300.0,18,9388.888888888889
Toyota,Prius,2005,Hatchback,125000.0,1500.0,Electric,Automatic,2500.0,17,7352.941176470588
Suzuki,Rare,2015,Hatchback,32000.0,1300.0,Petrol,Automatic,1500.0,7,4571.428571428572
Volvo,S60,2012,Sedan,69000.0,1600.0,Petrol,Automatic,7200.0,10,6900.0
Opel,Corsa,2007,Coupe,125000.0,1200.0,Petrol,Manual,2200.0,15,8333.333333333334
Skoda,Octavia,2007,Sedan,179000.0,1598.0,Petrol,Manual,4950.0,15,11933.333333333334
Toyota,Rav 4,2020,SUV,9000.0,2500.0,Hybrid,Automatic,31000.0,2,4500.0
Ford,Rare,1990,Sedan,323000.0,300.0,Metan/Propan,Automatic,1500.0,32,10093.75
BMW,5 Series,2006,Sedan,240000.0,3000.0,Diesel,Automatic,9500.0,16,15000.0
Renault,Grand Scenic,2009,Minivan,140000.0,1400.0,Petrol,Manual,5000.0,13,10769.23076923077
Dacia,Logan Mcv,2015,Universal,18000.0,1200.0,Petrol,Manual,5200.0,7,2571.4285714285716
Mitsubishi,Outlander,2008,Crossover,280000.0,2000.0,Diesel,Manual,9200.0,14,20000.0
Mercedes,S Class,1995,Sedan,305000.0,3199.0,Petrol,Automatic,5000.0,27,11296.296296296296
Mercedes,A Class,2013,Hatchback,115000.0,1600.0,Petrol,Automatic,7700.0,9,12777.777777777777
Hyundai,Rare,2014,Hatchback,56000.0,1200.0,Diesel,Manual,4150.0,8,7000.0
Honda,Civic,2013,Sedan,68000.0,1500.0,Petrol,Automatic,6500.0,9,7555.555555555556
Audi,Rare,2015,Crossover,78000.0,2000.0,Diesel,Automatic,9200.0,7,11142.857142857143
Rare,Altele,2020,Sedan,20000.0,1998.0,Petrol,Automatic,25000.0,2,10000.0
Renault,Megane,2004,Sedan,116000.0,1600.0,Petrol,Automatic,1600.0,18,6444.444444444444
Toyota,Camry,2017,Sedan,52000.0,2500.0,Petrol,Automatic,23500.0,5,10400.0
Toyota,Rav 4,2013,Crossover,120000.0,2000.0,Petrol,Automatic,15000.0,9,13333.333333333334
Renault,Grand Scenic,2013,Minivan,202000.0,1500.0,Diesel,Manual,8150.0,9,22444.444444444445
Peugeot,Rare,1997,Hatchback,300000.0,1400.0,Petrol,Manual,1000.0,25,12000.0
Mazda,626,1992,Sedan,248600.0,1998.0,Petrol,Manual,1400.0,30,8286.666666666666
Opel,Astra,2009,Universal,247000.0,1300.0,Diesel,Manual,4499.0,13,19000.0
Dacia,Duster,2017,Crossover,80000.0,1461.0,Diesel,Automatic,12499.0,5,16000.0
BMW,X5,2008,SUV,144001.0,3000.0,Metan/Propan,Automatic,13999.0,14,10285.785714285714
Toyota,Corolla,2006,Universal,189001.0,1600.0,Metan/Propan,Manual,5990.0,16,11812.5625
BMW,5 Series,2001,Sedan,352001.0,3000.0,Petrol,Automatic,5990.0,21,16761.95238095238
Mitsubishi,Outlander,2013,SUV,183001.0,2000.0,Plug-in Hybrid,Automatic,12899.0,9,20333.444444444445
Mercedes,E Class,2008,Sedan,261000.0,2200.0,Diesel,Automatic,11200.0,14,18642.85714285714
Volvo,XC60,2009,SUV,215001.0,2400.0,Diesel,Automatic,13990.0,13,16538.53846153846
Renault,Megane,2002,Universal,350000.0,1870.0,Diesel,Manual,1100.0,20,17500.0
Chevrolet,Rare,2008,Sedan,140000.0,1999.0,Petrol,Manual,4199.0,14,10000.0
Renault,Rare,2015,Minivan,163000.0,1600.0,Diesel,Automatic,14500.0,7,23285.714285714286
Audi,A5,2014,Cabriolet,192000.0,2000.0,Petrol,Automatic,16170.0,8,24000.0
Audi,A4,2007,Sedan,156000.0,2000.0,Petrol,Automatic,4200.0,15,10400.0
Subaru,Rare,2012,SUV,113652.0,2000.0,Petrol,Automatic,11000.0,10,11365.2
Chevrolet,Rare,2013,Sedan,180000.0,1400.0,Plug-in Hybrid,Automatic,8599.0,9,20000.0
KIA,Rare,2009,Minivan,250000.0,2900.0,Diesel,Manual,3500.0,13,19230.76923076923
Mercedes,E Class,2008,Sedan,267000.0,2200.0,Diesel,Automatic,11200.0,14,19071.428571428572
Citroen,Rare,2008,Hatchback,170000.0,1997.0,Metan/Propan,Automatic,4000.0,14,12142.857142857143
Volkswagen,Golf,1998,Hatchback,264000.0,1600.0,Petrol,Manual,2800.0,24,11000.0
Hyundai,Getz,2005,Sedan,152000.0,1100.0,Petrol,Manual,1500.0,17,8941.176470588236
Skoda,Fabia,2008,Universal,259652.0,1400.0,Diesel,Manual,4600.0,14,18546.571428571428
BMW,5 Series,2004,Sedan,280000.0,3000.0,Diesel,Automatic,3200.0,18,15555.555555555555
Hyundai,Tucson,2005,Crossover,216700.0,2000.0,Diesel,Automatic,5759.0,17,12747.058823529413
Hyundai,Sonata,2014,Sedan,115000.0,2000.0,Metan/Propan,Automatic,10499.0,8,14375.0
Mercedes,Rare,2019,Minivan,32000.0,2196.0,Diesel,Automatic,50500.0,3,10666.666666666666
Opel,Astra,2011,Universal,175000.0,1298.0,Diesel,Manual,5600.0,11,15909.09090909091
Audi,80,1987,Sedan,170000.0,1800.0,Petrol,Automatic,2300.0,35,4857.142857142857
Mercedes,Rare,2016,SUV,80000.0,3000.0,Diesel,Automatic,49000.0,6,13333.333333333334
Lexus,CT Series,2013,Hatchback,186000.0,1800.0,Hybrid,Automatic,11000.0,9,20666.666666666668
Toyota,Avensis,2007,Sedan,259000.0,1995.0,Diesel,Manual,3850.0,15,17266.666666666668
Volkswagen,Touareg,2010,Crossover,310000.0,3000.0,Hybrid,Automatic,17300.0,12,25833.333333333332
Citroen,Berlingo,2007,Minivan,297718.0,1900.0,Diesel,Manual,2100.0,15,19847.866666666665
Mercedes,C Class,1994,Sedan,450000.0,2200.0,Diesel,Manual,1100.0,28,16071.42857142857
Mercedes,Vito,2001,Minivan,467000.0,2200.0,Diesel,Manual,2699.0,21,22238.095238095237
Ford,C-Max,2006,Microvan,158888.0,1600.0,Diesel,Manual,3650.0,16,9930.5
Skoda,Rapid,2017,Hatchback,153000.0,1400.0,Diesel,Manual,10500.0,5,30600.0
Vaz,2121niva,2007,SUV,87000.0,1700.0,Diesel,Manual,750.0,15,5800.0
Ford,Fusion,2007,Hatchback,115000.0,1400.0,Petrol,Automatic,3500.0,15,7666.666666666667
KIA,Sportage,2011,Crossover,177000.0,2000.0,Petrol,Automatic,11000.0,11,16090.90909090909
Audi,100,1991,Sedan,360000.0,2800.0,Petrol,Manual,2270.0,31,11612.90322580645
Opel,Astra,1994,Universal,11111.0,1600.0,Petrol,Manual,1400.0,28,396.82142857142856
Opel,Astra,2005,Universal,199202.0,1800.0,Petrol,Manual,4799.0,17,11717.764705882353
Toyota,Auris,2011,Hatchback,190000.0,1400.0,Diesel,Manual,7800.0,11,17272.727272727272
Nissan,Rare,2016,Hatchback,65000.0,1500.0,Diesel,Manual,4200.0,6,10833.333333333334
Citroen,Rare,2005,Sedan,189000.0,2000.0,Petrol,Automatic,1700.0,17,11117.64705882353
BMW,5 Series,1997,Sedan,356000.0,2500.0,Diesel,Manual,3500.0,25,14240.0
Opel,Astra,2006,Universal,207500.0,1910.0,Diesel,Manual,5199.0,16,12968.75
Toyota,Rare,1998,Universal,541310.0,1998.0,Metan/Propan,Manual,2200.0,24,22554.583333333332
Ssangyong,Rare,2007,SUV,254000.0,2400.0,Metan/Propan,Automatic,5000.0,15,16933.333333333332
Dacia,Rare,2012,Sedan,154000.0,1500.0,Diesel,Manual,6199.0,10,15400.0
Audi,A4,2012,Sedan,140000.0,2000.0,Petrol,Automatic,6700.0,10,14000.0
Mitsubishi,Rare,2006,Minivan,123000.0,2000.0,Petrol,Manual,3500.0,16,7687.5
KIA,Rio,2016,Sedan,80000.0,1600.0,Petrol,Manual,4700.0,6,13333.333333333334
Chevrolet,Aveo,2011,Sedan,89000.0,1400.0,Petrol,Manual,3150.0,11,8090.909090909091
Volkswagen,Sharan,2006,Minivan,123000.0,1800.0,Metan/Propan,Manual,3300.0,16,7687.5
Volkswagen,Polo,2012,Hatchback,156000.0,1200.0,Diesel,Manual,3700.0,10,15600.0
Opel,Rare,2016,Hatchback,37000.0,1000.0,Petrol,Manual,3350.0,6,6166.666666666667
Hyundai,Accent,2016,Sedan,32000.0,1600.0,Petrol,Automatic,6300.0,6,5333.333333333333
Volkswagen,Golf,2008,Universal,123000.0,1400.0,Petrol,Manual,3200.0,14,8785.714285714286
Skoda,Octavia,2015,Universal,155300.0,1600.0,Diesel,Manual,12300.0,7,22185.714285714286
Volkswagen,Transporter,2010,Minivan,264000.0,2000.0,Diesel,Manual,5500.0,12,22000.0
Hyundai,Rare,2004,Minivan,322000.0,2900.0,Diesel,Manual,4500.0,18,17888.88888888889
Skoda,Superb,2007,Sedan,256000.0,2500.0,Diesel,Automatic,6500.0,15,17066.666666666668
Citroen,Berlingo,2004,Minivan,230000.0,1390.0,Petrol,Manual,2200.0,18,12777.777777777777
Toyota,Corolla,2002,Hatchback,186000.0,1400.0,Petrol,Manual,4300.0,20,9300.0
Volkswagen,Touareg,2006,Crossover,248600.0,2500.0,Diesel,Automatic,8000.0,16,15537.5
Toyota,Auris,2007,Hatchback,292000.0,1400.0,Diesel,Manual,5999.0,15,19466.666666666668
BMW,5 Series,2001,Sedan,285000.0,2500.0,Metan/Propan,Automatic,5990.0,21,13571.42857142857
Mitsubishi,Rare,2004,Hatchback,130000.0,1300.0,Petrol,Manual,1300.0,18,7222.222222222223
Volkswagen,Rare,2008,Hatchback,150000.0,1400.0,Petrol,Manual,2800.0,14,10714.285714285714
Volvo,XC90,2008,SUV,135000.0,2400.0,Diesel,Automatic,8200.0,14,9642.857142857143
Skoda,Fabia,2005,Universal,140000.0,1400.0,Petrol,Manual,1900.0,17,8235.29411764706
Rare,Rare,2014,Sedan,95000.0,2000.0,Petrol,Automatic,16400.0,8,11875.0
Opel,Vectra,1999,Universal,31500.0,1994.0,Diesel,Manual,2100.0,23,1369.5652173913043
BMW,X3,2015,Crossover,106200.0,2000.0,Petrol,Automatic,17600.0,7,15171.42857142857
Renault,Megane,2013,Universal,248000.0,1500.0,Diesel,Manual,6900.0,9,27555.555555555555
Audi,A4,2010,Universal,180000.0,2000.0,Diesel,Automatic,6800.0,12,15000.0
Mercedes,E Class,1998,Sedan,123456.0,2200.0,Diesel,Automatic,2800.0,24,5144.0
Volkswagen,Golf,2015,Universal,173000.0,2000.0,Diesel,Automatic,13999.0,7,24714.285714285714
Volkswagen,Jetta,2013,Sedan,100000.0,1400.0,Hybrid,Automatic,6500.0,9,11111.111111111111
Opel,Rare,2005,Minivan,111111.0,1900.0,Diesel,Manual,4200.0,17,6535.941176470588
Toyota,Rare,2010,Minivan,240000.0,2000.0,Diesel,Manual,7800.0,12,20000.0
Volkswagen,Caddy,2002,Combi,120000.0,1900.0,Diesel,Manual,3000.0,20,6000.0
Volkswagen,Transporter,2010,Minivan,263000.0,2000.0,Diesel,Manual,5500.0,12,21916.666666666668
Vaz,Rare,2007,Hatchback,12000.0,1600.0,Petrol,Manual,2600.0,15,800.0
Toyota,Avensis Verso,2003,Minivan,260000.0,2000.0,Diesel,Manual,3100.0,19,13684.21052631579
Volvo,Rare,2014,Sedan,180000.0,1998.0,Diesel,Automatic,14500.0,8,22500.0
Toyota,Auris,2013,Hatchback,74000.0,1800.0,Hybrid,Automatic,6600.0,9,8222.222222222223
KIA,Sorento,2006,SUV,189000.0,2500.0,Diesel,Manual,4400.0,16,11812.5
Smart,Rare,2003,Cabriolet,100000.0,689.0,Petrol,Automatic,3000.0,19,5263.1578947368425
Ford,Mondeo,2015,Sedan,123000.0,1500.0,Petrol,Automatic,6150.0,7,17571.428571428572
Mitsubishi,Rare,2009,Crossover,132000.0,2000.0,Petrol,Manual,5800.0,13,10153.846153846154
Audi,A6,2000,Universal,259000.0,2500.0,Diesel,Automatic,4999.0,22,11772.727272727272
Mazda,6,2005,Universal,185000.0,2000.0,Petrol,Manual,2300.0,17,10882.35294117647
Hyundai,Accent,2011,Sedan,89000.0,1400.0,Petrol,Manual,3800.0,11,8090.909090909091
Hyundai,Rare,2013,Sedan,119000.0,1800.0,Petrol,Automatic,8500.0,9,13222.222222222223
Rare,Rare,2008,SUV,178000.0,2300.0,Metan/Propan,Automatic,9800.0,14,12714.285714285714
Suzuki,Rare,2007,Coupe,199500.0,1241.0,Diesel,Manual,3500.0,15,13300.0
Ford,Mondeo,2003,Sedan,126000.0,1800.0,Petrol,Manual,1350.0,19,6631.578947368421
Mercedes,E Class,2005,Sedan,125000.0,2400.0,Petrol,Automatic,4600.0,17,7352.941176470588
Toyota,Camry,2017,Sedan,145000.0,2487.0,Hybrid,Automatic,17400.0,5,29000.0
BMW,5 Series,2005,Sedan,255678.0,3000.0,Diesel,Automatic,3400.0,17,15039.882352941177
Nissan,Qashqai,2010,SUV,79000.0,2000.0,Petrol,Automatic,6700.0,12,6583.333333333333
Ford,Fusion,2007,Hatchback,156000.0,1400.0,Petrol,Manual,2100.0,15,10400.0
Volkswagen,Touran,2008,Minivan,89000.0,1400.0,Petrol,Manual,3950.0,14,6357.142857142857
Suzuki,Rare,2009,Crossover,85000.0,2000.0,Petrol,Manual,5200.0,13,6538.461538461538
BMW,7 Series,2009,Sedan,265000.0,3000.0,Petrol,Automatic,18000.0,13,20384.615384615383
Volkswagen,Passat,2009,Sedan,140000.0,1800.0,Petrol,Manual,6200.0,13,10769.23076923077
Volvo,XC90,2009,SUV,240000.0,2400.0,Diesel,Automatic,12500.0,13,18461.53846153846
Toyota,Land Cruiser Prado,2008,SUV,78000.0,3000.0,Diesel,Automatic,9900.0,14,5571.428571428572
Volkswagen,Passat,1999,Sedan,123000.0,1600.0,Petrol,Manual,2100.0,23,5347.826086956522
